GEO_ID	NAME	DP05_0088E
Geography	Geographic Area Name	Estimate!!Total housing units
1600000US4845384	"McAllen city, Texas"	56411
1600000US4845744	"McKinney city, Texas"	79562
1600000US4846452	"Mansfield city, Texas"	26039
1600000US4847892	"Mesquite city, Texas"	53868
1600000US4848072	"Midland city, Texas"	57877
1600000US4848768	"Mission city, Texas"	31606
1600000US4848804	"Missouri City city, Texas"	30586
1600000US4850820	"New Braunfels city, Texas"	44158
1600000US4852356	"North Richland Hills city, Texas"	28378
1600000US4853388	"Odessa city, Texas"	52122
1600000US4856000	"Pasadena city, Texas"	53550
1600000US4856348	"Pearland city, Texas"	45142
1600000US4857176	"Pflugerville city, Texas"	24879
1600000US4857200	"Pharr city, Texas"	26933
1600000US4858016	"Plano city, Texas"	116292
1600000US4861796	"Richardson city, Texas"	49838
1600000US4863500	"Round Rock city, Texas"	47702
1600000US4863572	"Rowlett city, Texas"	22997
1600000US4864472	"San Angelo city, Texas"	45574
1600000US4865000	"San Antonio city, Texas"	612031
1600000US4865600	"San Marcos city, Texas"	31332
1600000US4869596	"Spring CDP, Texas"	25070
1600000US4870808	"Sugar Land city, Texas"	40610
1600000US4872176	"Temple city, Texas"	36093
1600000US4872656	"The Woodlands CDP, Texas"	47776
1600000US4874144	"Tyler city, Texas"	45352
1600000US4875428	"Victoria city, Texas"	29817
1600000US4876000	"Waco city, Texas"	62671
1600000US4879000	"Wichita Falls city, Texas"	42641
1600000US4943660	"Layton city, Utah"	29529
1600000US4944320	"Lehi city, Utah"	24166
1600000US4955980	"Ogden city, Utah"	36733
1600000US4957300	"Orem city, Utah"	32762
1600000US4962470	"Provo city, Utah"	36340
1600000US4965330	"St. George city, Utah"	44029
1600000US4967000	"Salt Lake City city, Utah"	98206
1600000US4967440	"Sandy city, Utah"	34729
1600000US4970850	"South Jordan city, Utah"	28192
1600000US4982950	"West Jordan city, Utah"	38559
1600000US4983470	"West Valley City city, Utah"	40307
1600000US5101000	"Alexandria city, Virginia"	80342
1600000US5103000	"Arlington CDP, Virginia"	122458
1600000US5114440	"Centreville CDP, Virginia"	25613
1600000US5116000	"Chesapeake city, Virginia"	97286
1600000US5121088	"Dale City CDP, Virginia"	21523
1600000US5135000	"Hampton city, Virginia"	62624
1600000US5147672	"Lynchburg city, Virginia"	34201
1600000US5156000	"Newport News city, Virginia"	81862
1600000US5157000	"Norfolk city, Virginia"	103573
1600000US5164000	"Portsmouth city, Virginia"	43394
1600000US5167000	"Richmond city, Virginia"	113473
1600000US5168000	"Roanoke city, Virginia"	49154
1600000US5176432	"Suffolk city, Virginia"	40849
1600000US5182000	"Virginia Beach city, Virginia"	191169
1600000US5303180	"Auburn city, Washington"	30604
1600000US5305210	"Bellevue city, Washington"	66203
1600000US5305280	"Bellingham city, Washington"	43973
1600000US5322640	"Everett city, Washington"	49892
1600000US5323515	"Federal Way city, Washington"	37514
1600000US5335275	"Kennewick city, Washington"	31648
1600000US5335415	"Kent city, Washington"	49410
1600000US5335940	"Kirkland city, Washington"	43327
1600000US5343955	"Marysville city, Washington"	26216
1600000US5353545	"Pasco city, Washington"	25734
1600000US5357535	"Redmond city, Washington"	34350
1600000US5357745	"Renton city, Washington"	43673
1600000US5361115	"Sammamish city, Washington"	22484
1600000US5363000	"Seattle city, Washington"	397728
1600000US5365922	"South Hill CDP, Washington"	22594
1600000US5367000	"Spokane city, Washington"	105002
1600000US5367167	"Spokane Valley city, Washington"	48314
1600000US5370000	"Tacoma city, Washington"	97934
1600000US5374060	"Vancouver city, Washington"	82941
1600000US5380010	"Yakima city, Washington"	37135
1600000US5502375	"Appleton city, Wisconsin"	33633
1600000US5522300	"Eau Claire city, Wisconsin"	30805
1600000US5531000	"Green Bay city, Wisconsin"	46881
1600000US5537825	"Janesville city, Wisconsin"	28477
1600000US5539225	"Kenosha city, Wisconsin"	42694
1600000US5548000	"Madison city, Wisconsin"	134390
1600000US5553000	"Milwaukee city, Wisconsin"	261223
1600000US5560500	"Oshkosh city, Wisconsin"	29981
1600000US5566000	"Racine city, Wisconsin"	34310
1600000US5584250	"Waukesha city, Wisconsin"	31399
1600000US5613900	"Cheyenne city, Wyoming"	30628
1600000US7206593	"Bayamón zona urbana, Puerto Rico"	79778
1600000US7210334	"Caguas zona urbana, Puerto Rico"	36911
1600000US7214290	"Carolina zona urbana, Puerto Rico"	72023
1600000US7232522	"Guaynabo zona urbana, Puerto Rico"	33545
1600000US7263820	"Ponce zona urbana, Puerto Rico"	56582
1600000US7276770	"San Juan zona urbana, Puerto Rico"	187754
