element_type,osmid,highway,geometry,source,source_ref,bus,name,network,network:wikidata,operator,operator:wikidata,public_transport,ref,shelter,nodes,lanes,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_type,tiger:zip_left,tiger:zip_right,lanes:backward,lanes:forward,turn:lanes:backward,turn:lanes:forward,store,bench,bin,route_ref,source:highway,cycleway,lanes:both_ways,maxspeed,name_1,source:maxspeed,tiger:name_base_1,tiger:name_type_1,tiger:reviewed,oneway,surface,bridge,layer,stop_code,stop_name,access:lanes:both_ways,placement:both_ways,tiger:name_direction_prefix,note:lanes,placement:backward,turn:lanes,bicycle,tiger:name_direction_prefix_1,departures_board,lit,tactile_paving,network:wikipedia,operator:wikipedia,railway,subway,wheelchair,station,wikidata,description,sidewalk,area,level,location,tunnel,name:en,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,light_rail,tiger:zip_left_1,tiger:zip_right_1,cycleway:both,amenity,note,loc_ref,alt_name,parking:both,parking,parking:lane:left,parking:right,parking:lane:both,parking:lane:both:parallel,parking:condition:both,cycleway:right,cycleway:both:lane,incline,parking:condition:right,sidewalk:both:wheelchair,cycleway:right:lane,sidewalk:right:wheelchair,cutting,parking:condition:left,parking:lane:right,parking:lane:right:parallel,cycleway:left,sidewalk:left,sidewalk:right,foot,shoulder,lane_markings,smoothness,parking:lane:left:parallel,turn:lanes:both_ways,parking:left,parking:left:orientation,cycleway:left:lane,sidewalk:both,name:prefix,hgv,horse,motor_vehicle,parking:both:restriction,parking:lane:right:diagonal,check_date,building,internet_access,internet_access:fee,towards,tiger:linearid,tiger:mtfcc,tiger:zip,junction,old_ref,old_ref:legislative,parking:both:orientation,covered,railway:position,train,hgv:conditional,tiger:name_direction_suffix,placement:forward
node,10595550471,bus_stop,POINT (-118.3576851 33.8680425),,,yes,Redondo Beach Transit Center,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,yes,,,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10595550472,bus_stop,POINT (-118.3579936 33.8680514),,,yes,Redondo Beach Transit Center,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,yes,,,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",yes,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10595550473,bus_stop,POINT (-118.3567517 33.8680454),,,yes,Redondo Beach Transit Center,Lawndale Beat,,,,platform,,yes,,,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10595550474,bus_stop,POINT (-118.3578402 33.8681591),,,yes,Redondo Beach Transit Center,GTrans,Q5522428,City of Gardena,Q846409,platform,,yes,,,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",yes,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10595550475,bus_stop,POINT (-118.3576358 33.8681603),,,yes,Redondo Beach Transit Center,GTrans,Q5522428,City of Gardena,Q846409,platform,,yes,,,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",yes,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10595550476,bus_stop,POINT (-118.3574297 33.8681591),,,yes,Redondo Beach Transit Center,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,yes,,,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10595550477,bus_stop,POINT (-118.357171 33.8681616),,,yes,Redondo Beach Transit Center,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,yes,,,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",yes,yes,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10595550478,bus_stop,POINT (-118.3568937 33.8681552),,,yes,Redondo Beach Transit Center,Torrance Transit,Q7826932,,,platform,,yes,,,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11118194975,bus_stop,POINT (-118.3617081 33.8727353),,,yes,,,,,,platform,,no,,,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11118222042,bus_stop,POINT (-118.3610383 33.8729794),,,yes,,,,,,platform,,no,,,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11118222045,bus_stop,POINT (-118.3640026 33.8729909),,,yes,,,,,,platform,,yes,,,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11118222048,bus_stop,POINT (-118.3644655 33.8727397),,,yes,,,,,,platform,321,no,,,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13335384,tertiary,"LINESTRING (-118.3550824 33.8655323, -118.3552177 33.8655327, -118.3554539 33.8655335, -118.3555654 33.8655339, -118.3561692 33.8655359, -118.35657 33.8655373)",,,,West 182nd Street,,,,,,,,"[122906793, 7547349716, 5547392774, 4405065254, 7666859333, 122906795]",2,A41,"Los Angeles, CA",182nd,St,90504,90278,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,182nd,St,no,,asphalt,,,,,,,W,,,,,E,,yes,,,,,,,,,,both,,,,,,,,,,,,,,,,,,East 182nd Street,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13412079,tertiary,"LINESTRING (-118.3569574 33.8716025, -118.3569708 33.8717718, -118.3569694 33.8719383)",,,,Kingsdale Avenue,,,,,,,,"[1375416518, 1375416636, 6784588542]",4,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,both,,,,,,,,,,,,,,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13423798,tertiary,"LINESTRING (-118.3488832 33.8619346, -118.349231 33.8619334, -118.350312 33.8619298, -118.3506345 33.8619287)",,,,186th Street,,,,,,,,"[7232444415, 122559334, 123014266, 10054916294]",2,A41,"Los Angeles, CA",186th,St,90278,90278,1,1,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,diagonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13444588,tertiary,"LINESTRING (-118.3526962 33.8655469, -118.352831 33.8655437, -118.353319 33.8655321, -118.353428 33.8655307, -118.3538304 33.8655281, -118.353947 33.8655285)",,,,East 182nd Street,,,,,,,,"[122906926, 11175107984, 4874775906, 123594599, 9356804927, 7506187964]",,A41,"Los Angeles, CA",182nd,St,90278,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,E,,,,,,,yes,,,,,,,,,,both,,,,,,,,,,,,,,no,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37320567,tertiary,"LINESTRING (-118.36644 33.8801265, -118.3664403 33.8800625, -118.366439 33.8794335, -118.36644 33.8784915, -118.366436 33.8775581, -118.36643 33.876622, -118.3664291 33.8757405, -118.366429 33.875686, -118.3664288 33.8756347, -118.3664262 33.8748101, -118.366426 33.8747483, -118.3664259 33.8746951, -118.366425 33.8738216, -118.366425 33.8732697, -118.3664259 33.873006, -118.366426 33.8729856, -118.3664242 33.8729143, -118.3664198 33.8728002, -118.366417 33.872731, -118.366417 33.8727088, -118.366417 33.8724453, -118.366417 33.8722157, -118.366417 33.8719381, -118.366417 33.8718954, -118.3664173 33.8718433, -118.366423 33.8709535, -118.3664163 33.8700761, -118.366416 33.8700317, -118.366416 33.8699755, -118.366416 33.8691501, -118.366416 33.8691368, -118.3664162 33.8690486, -118.3664151 33.8689402, -118.3664154 33.868929, -118.366411 33.8680455, -118.366413 33.8671154, -118.3663942 33.8662313, -118.366393 33.8661763, -118.3663922 33.8661251, -118.3663805 33.8653428, -118.366379 33.8652422)",,,,Phelan Lane,,,,,,,,"[122650737, 7678052890, 123536318, 122805227, 123322352, 122999733, 9957417096, 122757170, 9957417099, 9957417084, 122668573, 9957417086, 122931140, 9244211672, 9095142393, 9095142391, 321198817, 123536315, 9095142392, 11255946528, 10218655162, 10218655165, 11186125716, 123138883, 11186125719, 123230427, 9492925744, 122979843, 9492925746, 9092880085, 11289734872, 123536312, 11289734873, 9092880086, 122680117, 122924477, 9051591312, 122569861, 9051591311, 9051973222, 122945660]",2,A41,,Phelan,Ln,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,both,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37321856,tertiary,"LINESTRING (-118.3642972 33.8665276, -118.3642204 33.8665766, -118.3638307 33.8668197, -118.3633511 33.8671183, -118.3626056 33.8675728, -118.3622087 33.8678203, -118.3621638 33.8678489, -118.361838 33.8680531, -118.3618158 33.8680665, -118.3615758 33.868212)",,,,Ripley Avenue,,,,,,,,"[4354510684, 9064508628, 9842877155, 122924480, 6755521016, 11211017670, 122945664, 122680127, 11211017669, 4007848390]",2,A41,"Los Angeles, CA",Ripley,Ave,90278,90278,1,1,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,no,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,both,,,,,,,,,,,,,,no,,,,,,,,,parallel,on_street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37321914,tertiary,"LINESTRING (-118.365562 33.8657404, -118.365554 33.865745, -118.3655385 33.8657551, -118.3654707 33.8657974)",,,,Ripley Avenue,,,,,,,,"[122945662, 9044095965, 9084787227, 10124524533]",2,A41,"Los Angeles, CA",Ripley,Ave,90278,90278,1,1,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,no,no,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,both,,,,,,,,,,,,,,no,,,,,,,,,no,,no_stopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37588375,tertiary,"LINESTRING (-118.355485 33.8697266, -118.355427 33.8696694, -118.3554126 33.8696529, -118.3552295 33.8695982, -118.3551296 33.8695805, -118.3549671 33.8695755)",,,,177th Street,,,,,,,,"[2287581364, 9123329733, 2287581407, 2287581420, 2287581559, 10030641983]",2,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,yes,asphalt,,,,,,,,,,,,,,no,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,46648631,tertiary,"LINESTRING (-118.3604325 33.8690623, -118.3603157 33.8690958, -118.3601981 33.8691515, -118.3600509 33.869233, -118.3598759 33.8693547)",,,,Grant Avenue,,,,,,,,"[595965724, 1375416647, 595965726, 1375416648, 595965729]",2,,,,,,,1,1,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,both,,,,,,,,,,,,,,lane,,,,,no,,,,,,,,exclusive,down,no_stopping,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123285993,tertiary,"LINESTRING (-118.3572374 33.8710225, -118.3571821 33.8710452, -118.3570696 33.8710688, -118.357003 33.8710699, -118.3569843 33.8710703, -118.3568664 33.871067)",,,,Grant Avenue,,,,,,,,"[1375416540, 595965792, 1375416541, 9060514688, 595965737, 123409304]",4,,,,,,,1,3,,left|through|through;right,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,both,,,,,,,,,,,,,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123285994,tertiary,"LINESTRING (-118.3583137 33.8703144, -118.3586275 33.8701728)",,,,Grant Avenue,,,,,,,,"[123676519, 1375416542]",1,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,yes,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,no,,no_stopping,lane,,down,,,exclusive,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123285995,tertiary,"LINESTRING (-118.3592886 33.869757, -118.359147 33.8698008, -118.3590476 33.8698485, -118.3589703 33.8698827, -118.3585028 33.8701394)",,,,Grant Avenue,,,,,,,,"[1375416544, 1375416545, 7677758316, 7677758315, 1375416546]",1,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,lane,,,,,,,,yes,asphalt,,,,,,,,,,,,,,,,,,,,,,,,right,,,,,,,,,,,,,,,,,,,,,,,no,,no_stopping,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,139822733,tertiary,"LINESTRING (-118.368439 33.8638316, -118.3678 33.8638319, -118.367795 33.8638319, -118.3677227 33.8638319, -118.367635 33.863832, -118.367611 33.863832, -118.36564 33.863833, -118.365553 33.863833)",,,,Ives Lane,,,,,,,,"[1532476473, 9856224398, 9856224400, 122819783, 9856224399, 9856224397, 6642851715, 122819784]",,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,both,,,,,,,,,,,,,,no,,,,,,,no,,,,,,,,,,,,,no_stopping,parallel,on_street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,159864305,tertiary,"LINESTRING (-118.3531704 33.8739249, -118.3531149 33.8739608, -118.3527084 33.8742293)",,,,Redondo Beach Boulevard,,,,,,,,"[4009935547, 4874775010, 123243950]",5,A41,"Los Angeles, CA",Redondo Beach,Blvd,,,2,3,,left|through|none,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,shared_lane,,,,,pictogram,,,,,,no,yes,separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,159864319,tertiary,"LINESTRING (-118.3558284 33.8864292, -118.355739 33.8863845, -118.3548757 33.8857002, -118.3548372 33.8856412, -118.3548321 33.8855532, -118.3548303 33.8854779, -118.3548372 33.8845128, -118.35483 33.8835604, -118.354824 33.8827018, -118.3548071 33.8818377, -118.3548029 33.8809803, -118.354807 33.880153, -118.3548131 33.8794348, -118.3548223 33.8785033, -118.3548126 33.877561, -118.3548097 33.8766318, -118.3547947 33.8756952, -118.3547948 33.8747587, -118.354795 33.8740292, -118.354795 33.8738315, -118.3547951 33.8733746, -118.3547951 33.87334, -118.354795 33.8731249)",,,,Grevillea Avenue,,,,,,,,"[1719553768, 7677787494, 1719553796, 7677787497, 1719553811, 1719553889, 1719553990, 122883560, 123309793, 122725884, 123087322, 123268256, 123309796, 122941094, 1719553950, 1719553910, 1719553989, 1719553809, 8460011304, 1719553841, 2820172468, 2028911605, 9879827198]",,A41,"Los Angeles, CA",Grevillea,Ave,90260,90260,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,no,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166319305,tertiary,"LINESTRING (-118.3685092 33.8639779, -118.3685095 33.8640549, -118.3685095 33.8640666, -118.3685107 33.8642548, -118.3685113 33.8643056)",,,,Mackay Lane,,,,,,,,"[122945654, 9094818776, 11294195262, 11294195265, 123176743]",2,A41,"Los Angeles, CA",Mackay,Ln,90278,90278,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,no,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no_stopping,parallel,on_street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174767244,tertiary,"LINESTRING (-118.3569708 33.8728051, -118.35698 33.8729279)",,,,Kingsdale Avenue,,,,,,,,"[123409307, 1719903052]",,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,right,,,,,,,,,,,,,,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219614072,tertiary,"LINESTRING (-118.3568282 33.8696905, -118.356688 33.8697046, -118.3566169 33.8697119, -118.3565364 33.8697253, -118.3562521 33.8697141, -118.3559574 33.8697046, -118.3558615 33.8697477)",,,,177th Street,,,,,,,,"[123409299, 9060514694, 2287581531, 2287581519, 2287581501, 2287581524, 2287581561]",2,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,yes,asphalt,,,,,,,,,,,,,,no,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219614076,tertiary,"LINESTRING (-118.3558615 33.8697477, -118.3556481 33.8697357)",,,,177th Street,,,,,,,,"[2287581561, 10067229950]",5,,,,,,,2,3,through|through,left|through|,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,no,,,,,,,,,,no,,,,,,,,,,,,,,no,,,,,,,separate,,,,,,,,,,,,,,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219614094,tertiary,"LINESTRING (-118.3541905 33.869618, -118.35418 33.8696154, -118.3540711 33.8696129, -118.353999 33.8696113, -118.3538166 33.8696073, -118.3537578 33.869606, -118.353724 33.8696052, -118.3536041 33.8696166, -118.353471 33.8696494, -118.3532529 33.8697476)",,,,177th Street,,,,,,,,"[4060240826, 4874775979, 4007848392, 4874775976, 4874775975, 9123329736, 6476154129, 440630314, 2028906769, 3875316554]",4,,,,,,,2,2,through|,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,no,,,,,,,,,,,,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219614097,tertiary,"LINESTRING (-118.3565577 33.8697946, -118.3566975 33.8697756, -118.356711 33.8697665, -118.3568282 33.8696905)",,,,177th Street,,,,,,,,"[2287581315, 2287581381, 9060514695, 123409299]",2,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,yes,asphalt,,,,,,,,,,left|through;right,,,,yes,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,no_stopping,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277148099,tertiary,"LINESTRING (-118.3547978 33.8727759, -118.3546487 33.8729236)",,,,Redondo Beach Boulevard,,,,,,,,"[1719553916, 1719553999]",2,A41,"Los Angeles, CA",Redondo Beach,Blvd,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,yes,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,no,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379738683,tertiary,"LINESTRING (-118.3527025 33.8775643, -118.3528276 33.8775631, -118.353133 33.8775639, -118.3532668 33.8775627, -118.3534134 33.8775642, -118.3547267 33.8775612, -118.3548126 33.877561)",,,,169th Street,,,,,,,,"[123609269, 9986543582, 8410592331, 2820172457, 10255621963, 10769896978, 1719553950]",,A41,"Los Angeles, CA",169th,St,90260,90260,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379747007,tertiary,"LINESTRING (-118.361301 33.8690449, -118.361182 33.8690419)",,,,Grant Avenue,,,,,,,,"[595965176, 123309065]",,,,,,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,both,,,,,,,,,,,,,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379747009,tertiary,"LINESTRING (-118.3622029 33.8690596, -118.3617305 33.869054)",,,,Grant Avenue,,,,,,,,"[123089499, 4007938152]",5,,,,,,,2,3,none|merge_to_left,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,both,,,,,,,,,,,,,,no,,,,,,,parallel,,,,,,,,no_stopping,,,,,,no,,,,,,,,,on_street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379773446,tertiary,"LINESTRING (-118.3547996 33.8729226, -118.3547978 33.8727759)",,,,Grevillea Avenue,,,,,,,,"[1719553932, 1719553916]",,A41,"Los Angeles, CA",Grevillea,Ave,90260,90260,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,no,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,separate,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,384226057,tertiary,"LINESTRING (-118.3685113 33.8643056, -118.3685114 33.8643603, -118.3685172 33.8652379, -118.368516 33.8661755, -118.36852 33.8671079, -118.36852 33.8680448, -118.3685181 33.8685878, -118.368515 33.8689274, -118.368515 33.8690478, -118.368514 33.8691378, -118.368506 33.8700258, -118.3685 33.8709499, -118.3684981 33.8718412, -118.3684984 33.8718955, -118.3684986 33.8719309, -118.3685074 33.8724171, -118.368512 33.8727201, -118.3685137 33.8727878, -118.3685161 33.8729116, -118.368517 33.8729806, -118.368519 33.8730913, -118.3685219 33.8732628, -118.368531 33.8738175, -118.36854 33.8743755, -118.368546 33.8746917, -118.3685474 33.874744, -118.3685466 33.8748033, -118.3685441 33.8751584, -118.3685422 33.8756299, -118.368542 33.8756866, -118.3685423 33.8757372, -118.368548 33.8766092, -118.368536 33.8775548, -118.368545 33.8784942, -118.3685501 33.8794242, -118.3685555 33.8801167)",,,,Mackay Lane,,,,,,,,"[123176743, 11294195263, 739180613, 122569857, 122924474, 122680114, 6769461995, 9064458985, 123176748, 9064458987, 122979839, 123176750, 11186125722, 123138881, 11186125721, 6769587464, 9957412076, 123176752, 321198819, 9957412073, 9244211660, 9244211657, 122931137, 6769046833, 9957417091, 122668571, 9957417089, 6769046835, 9957417095, 122757167, 9957417093, 122999730, 123176754, 122805225, 123176759, 122650731]",,A41,,Mackay,Ln,,,,,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,both,,,,,,,,,,,,,,no,,,,,,,no,,,,,,,,,,,,,no_stopping,parallel,on_street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398009660,tertiary,"LINESTRING (-118.3583137 33.8703144, -118.357765 33.8706795, -118.3576137 33.8707895)",,,,Grant Avenue,,,,,,,,"[123676519, 123571255, 123571245]",2,,,,,,,1,1,,,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,both,,,,,,,,,,,,,,lane,,,,,,,,,no,,no_stopping,,advisory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398009664,tertiary,"LINESTRING (-118.3613981 33.8683239, -118.3613644 33.8683454, -118.361344 33.8683531, -118.3611958 33.8684126)",,,,Ripley Avenue,,,,,,,,"[9094818786, 4007848391, 9064508632, 122945666]",3,A41,"Los Angeles, CA",Ripley,Ave,90278,90278,1,2,,left|right,"Target, 1601 Kingsdale Ave, Redondo Beach",,,,,,,,,,,,no,,asphalt,,,,,,,,,,,,,,yes,,,,,,,,,,both,,,,,,,,,,,,,,no,,,,,,,,,no,,no_stopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
